condition,text_version,comparison,comparison_label,target_proposal_uid,target_cohort,target_proposal_id,target_proposal_title,target_human_n_reviews,ai_panel_id,ai_panel_size,ai_panel_review_uids,metric,human_metric_value,ai_metric_value
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",nn,0.028361111879348755,0.04017508029937744
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",centroid_loo,0.023906335687131353,0.03179641963698113
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",global_centroid_dist,0.01342154372248891,0.01783748944558841
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",medoid_dist,0.023945793509483337,0.03194354474544525
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",span90,0.01686247439910229,0.021682767101500976
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",mst_dispersion,0.029549360275268555,0.04095578193664551
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",sparseness,0.01342154372248891,0.01783748944558841
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0001,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::005""]",remote_clique,0.03555054465929667,0.047142624855041504
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",mean_pairwise,0.03555054465929667,0.045854310194651283
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",nn,0.028361111879348755,0.034254252910614014
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",centroid_loo,0.023906335687131353,0.030916704676567597
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",global_centroid_dist,0.01342154372248891,0.017345842566067554
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",medoid_dist,0.023945793509483337,0.029544368386268616
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",span90,0.01686247439910229,0.020798388058183893
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",mst_dispersion,0.029549360275268555,0.03723637262980143
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",sparseness,0.01342154372248891,0.017345842566067554
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0002,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",remote_clique,0.03555054465929667,0.045854310194651283
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",mean_pairwise,0.03555054465929667,0.04802975058555603
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",nn,0.028361111879348755,0.034644633531570435
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",centroid_loo,0.023906335687131353,0.03237806226851264
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",global_centroid_dist,0.01342154372248891,0.01817634586924341
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",medoid_dist,0.023945793509483337,0.028317660093307495
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",span90,0.01686247439910229,0.02502414800089138
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",mst_dispersion,0.029549360275268555,0.037756880124409996
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",sparseness,0.01342154372248891,0.01817634586924341
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0003,4,"[""baseline::y1::1::claude-sonnet-5::001"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",remote_clique,0.03555054465929667,0.04802975058555603
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",mean_pairwise,0.03555054465929667,0.0517522394657135
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",nn,0.028361111879348755,0.04287014901638031
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",centroid_loo,0.023906335687131353,0.03494777118952419
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",global_centroid_dist,0.01342154372248891,0.01959914796676654
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",medoid_dist,0.023945793509483337,0.0339013934135437
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",span90,0.01686247439910229,0.023092292027102845
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",mst_dispersion,0.029549360275268555,0.04336921374003092
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",sparseness,0.01342154372248891,0.01959914796676654
baseline,original,claude,Claude,y1::1,y1,1,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,4,claude_y1::1_0004,4,"[""baseline::y1::1::claude-sonnet-5::002"", ""baseline::y1::1::claude-sonnet-5::003"", ""baseline::y1::1::claude-sonnet-5::004"", ""baseline::y1::1::claude-sonnet-5::005""]",remote_clique,0.03555054465929667,0.0517522394657135
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",mean_pairwise,0.022241363922754925,0.052517702182133995
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",nn,0.01717555522918701,0.04041461646556854
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",centroid_loo,0.014909977480596415,0.03545361899012739
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",global_centroid_dist,0.008375550929213688,0.019892066936955333
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",medoid_dist,0.015741676092147827,0.03409877419471741
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",span90,0.00943256338453069,0.026435055495436344
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",mst_dispersion,0.018794318040211994,0.041847169399261475
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",sparseness,0.008375550929213688,0.019892066936955333
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0000,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004""]",remote_clique,0.022241363922754925,0.052517702182133995
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",mean_pairwise,0.022241363922754925,0.05164813001950582
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",nn,0.01717555522918701,0.042107999324798584
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",centroid_loo,0.014909977480596415,0.03486742624357675
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",global_centroid_dist,0.008375550929213688,0.019559422666487275
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",medoid_dist,0.015741676092147827,0.0355825275182724
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",span90,0.00943256338453069,0.024548413787979985
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",mst_dispersion,0.018794318040211994,0.0441050132115682
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",sparseness,0.008375550929213688,0.019559422666487275
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::005""]",remote_clique,0.022241363922754925,0.05164813001950582
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",mean_pairwise,0.022241363922754925,0.06388472517331441
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",nn,0.01717555522918701,0.04986420273780823
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",centroid_loo,0.014909977480596415,0.04326496137278449
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",global_centroid_dist,0.008375550929213688,0.024250922330059044
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",medoid_dist,0.015741676092147827,0.04287347197532654
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",span90,0.00943256338453069,0.03012777199604999
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",mst_dispersion,0.018794318040211994,0.05382627248764038
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",sparseness,0.008375550929213688,0.024250922330059044
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::002"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",remote_clique,0.022241363922754925,0.06388472517331441
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0003,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",mean_pairwise,0.022241363922754925,0.05995473265647888
baseline,original,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0003,4,"[""baseline::y1::10::claude-sonnet-5::001"", ""baseline::y1::10::claude-sonnet-5::003"", ""baseline::y1::10::claude-sonnet-5::004"", ""baseline::y1::10::claude-sonnet-5::005""]",nn,0.01717555522918701,0.046046867966651917
