proposal_uid,title,group_model,group_binary,is_ai,mean_pairwise_dist,centroid_dist_raw,centroid_dist_loo,global_centroid_dist,nn_dist_global,is_nn_outlier,mean_5nn_dist_global,is_mean5nn_outlier,medoid_dist,remote_clique_group,chamfer_group,mst_dispersion_group,span90_group,sparseness_group,grid_entropy_group,grid_entropy_group_norm,element_novel_0,element_novel_1,element_novel_5,element_novel_10,mean_knn_5,mean_knn_10,mean_knn_20,mean_knn_50,novelty_ratio,novelty_z,is_lit_outlier_mean10,is_lit_outlier_element0,is_lit_outlier_z,dominant_region,dominant_region_label,max_region_weight,region_entropy,effective_region_count,n_regions_gt5pct,unassigned_neighbor_frac
P_000,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Human,Human,False,0.2583736343817277,0.08277391330988859,0.0918327689300299,0.054946363,0.046332717,False,0.04913659,False,0.06496846675872803,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.11589384,0.16863392,0.19901124,0.21668094,0.11886505,0.12170682,0.12645905,0.13435282,1.1869143,0.6768934,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.85,0.42270908,1.5260903,2,0.0
P_001,Elucidating genome structure-function relationships in human brain cells,Human,Human,False,0.23979365554722873,0.06112178413352809,0.06789933285813099,0.03602028,0.033472955,False,0.03607434,False,0.046776533126831055,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.061686933,0.12707439,0.15387823,0.16921732,0.07262759,0.07870462,0.08434347,0.091555804,1.2088563,0.4802368,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.95,0.19851527,1.2195907,1,0.0
P_002,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,Human,Human,False,0.2494870668107813,0.07241797995967292,0.08039347297292587,0.053442895,0.051771164,False,0.055770326,False,0.07139039039611816,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.1641109,0.23581927,0.26566592,0.28370905,0.17880121,0.18540165,0.19061925,0.19873461,1.6360716,2.545655,True,True,True,5,"therapeutic strategies including, exosomes emerging, epigenetic modulation, solid cancers",0.5,0.8556887,2.3529942,2,0.0
P_003,Synthesizing gene expression data to create an atlas of bacterial cell states,Human,Human,False,0.24162834611806003,0.06325973346085723,0.07026530843753498,0.04153204,0.040884137,False,0.04137553,False,0.05371582508087158,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.12578088,0.2430245,0.28147036,0.3011082,0.14639872,0.15893051,0.17164287,0.18548578,1.0889083,0.45829034,True,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",1.0,-0.0,1.0,1,0.0
P_004,Energetic Origins of Connectivity within Protein Interaction Networks,Human,Human,False,0.23845225301655856,0.05955857399840847,0.06616901074814008,0.032520473,0.029418826,False,0.03259641,False,0.04131054878234863,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.14884043,0.21678612,0.24393952,0.25972754,0.15616369,0.16487089,0.17105874,0.18081611,1.3409545,1.4805006,True,True,True,3,"fetal liver, stalled replication forks, pulmonary vascular, chromatin state",0.9,0.39439774,1.4834905,1,0.0
P_005,Elucidating emergent structures in cellular RNA-protein interaction networks,Human,Human,False,0.23191084103150802,0.051935369393105724,0.05772620053261379,0.023813307,0.027732372,False,0.028511345,False,0.0,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.071315706,0.11527829,0.14155415,0.15743934,0.07573819,0.078638054,0.082244374,0.08742734,1.3055247,0.6499445,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_006,Oceans of Disorder: Elucidating the Role of Disordered Proteins in Cellular Adaptation,Human,Human,False,0.24208078601143576,0.06378708995776972,0.07084881790196085,0.041776538,0.039063275,False,0.041412223,False,0.04734319448471069,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.08349252,0.12117323,0.14598922,0.16030163,0.08519089,0.086902946,0.089920975,0.09533953,1.2914777,0.69268394,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.9,0.325083,1.3841455,2,0.0
P_007,Multimodel single-cell frameworks for cell lines with extensive multi-omics data,Human,Human,False,0.23620886423371054,0.05694415168053002,0.06327437212166298,0.03368473,0.031240463,False,0.03434,False,0.047333478927612305,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.07241744,0.12700456,0.15405415,0.16976568,0.07687752,0.07978029,0.083312616,0.08977489,1.4202579,0.8337321,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.95,0.19851527,1.2195907,1,0.0
P_008,From image data and biophysical simulations to principles of mesoscale organization through integrated transfer learning,Human,Human,False,0.24099484356966885,0.0625215383574711,0.06944844885879364,0.029717982,0.026724756,False,0.029150212,False,0.04494386911392212,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.062352657,0.12426857,0.15485103,0.17182003,0.068320714,0.07187779,0.07777117,0.08669834,1.1604301,0.35094875,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_009,Transposable elements and the emergence of genomic innovation,Human,Human,False,0.6059741567481648,0.48785070130303143,0.5285321477055436,0.6111748,0.08832002,True,0.1374461,True,0.7097296118736267,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.15380353,0.22999077,0.26554933,0.28232977,0.16229558,0.16772826,0.17283283,0.18116207,1.1080729,0.5777456,True,True,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.95,0.19851527,1.2195907,1,0.0
P_010,Searching the crosslinking mass spectrometry universe for new protein-protein interactions,Human,Human,False,0.6362675834785808,0.5231532354070039,0.5656349638478823,0.6383153,0.16123366,True,0.17106415,True,0.7230467200279236,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.089450836,0.21115163,0.24861178,0.2693466,0.121140204,0.13582167,0.14770314,0.16285823,1.035369,0.16386232,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",1.0,-0.0,1.0,1,0.0
P_011,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry-based proteomics data,Human,Human,False,0.609806548465382,0.49231685076279086,0.5332342248652585,0.60405624,0.18167812,True,0.26520348,True,0.7002242803573608,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.15172702,0.2130687,0.24348707,0.2601646,0.15802063,0.16355732,0.16911921,0.17756811,1.2036062,0.97714454,True,True,True,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.8,0.61286944,1.84572,2,0.0
P_012,Emergent Order Parameters of Allostery: An AI Framework for Predicting and Engineering Protein Regulation,Human,Human,False,0.24351448091593655,0.06545781007339757,0.0726971917569581,0.03833306,0.028814971,False,0.035619784,False,0.0438573956489563,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.06577253,0.13091247,0.1604022,0.17678921,0.07483041,0.07894598,0.08394123,0.091616005,1.230871,0.5229606,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_013,From Protein Knots to Pierced Lassos: Unraveling the Evolutionary Origin of Complex Topologies,Human,Human,False,0.24466347965327176,0.0667967690299256,0.0741782593311121,0.041538298,0.03640461,False,0.037517585,False,0.04827463626861572,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.07322544,0.12900506,0.15399684,0.16778207,0.07522285,0.07951777,0.084465444,0.09341104,1.1597617,0.3868568,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_014,Deciphering systemic biological networks through AI-driven multi-omic integration,Human,Human,False,0.24288100816986777,0.06471952294044259,0.07188044509380997,0.03576076,0.03266883,False,0.036367763,False,0.053103506565093994,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.07822901,0.13029467,0.15116467,0.16344902,0.08587198,0.09159503,0.09597863,0.10215139,1.422336,0.9605281,False,False,True,1,"details use execution, myosin motors, nascent chain, origin life",0.95,0.19851527,1.2195907,1,0.0
P_015,Conserved Disorder: Learning Sequence Conservation from Functional Constraints in Intrinsically Disordered Regions,Human,Human,False,0.614077706228603,0.49729426437733937,0.5384717767677618,0.6173439,0.17413098,True,0.1910214,True,0.7147988080978394,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.13498867,0.23696664,0.28841934,0.3216396,0.14786713,0.15566921,0.16458254,0.17852765,1.2038276,0.93085873,True,True,False,5,"therapeutic strategies including, exosomes emerging, epigenetic modulation, solid cancers",0.85,0.42270908,1.5260903,2,0.0
P_016,Integrative Multi-Omics Synthesis to Identify Shared Molecular Mechanisms of Mammalian Hibernation,Human,Human,False,0.2515362663702531,0.07480594924078132,0.08303251427634506,0.052606463,0.044189394,False,0.04556966,False,0.059063732624053955,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.13988304,0.24266246,0.2835148,0.30694807,0.15432349,0.16428904,0.17186801,0.18285607,1.3632859,1.5461528,True,True,True,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.95,0.19851527,1.2195907,1,0.0
P_017,Revealing the Ontology of Allostery through Community-Scale Synthesis,Human,Human,False,0.24270235679366373,0.06451130115954962,0.07165008206016299,0.041423798,0.033905625,False,0.03691653,False,0.04539060592651367,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.0752902,0.1297214,0.15455787,0.16941717,0.08247767,0.0861529,0.09104391,0.0983715,1.3128877,0.72512513,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_018,SynEvo: Discovering Evolutionary Principles of Molecular Organization through Cross-Species Data Synthesis,Human,Human,False,0.23551432923837143,0.056134903647147905,0.06237820386442028,0.035131454,0.038300216,False,0.04083649,False,0.05100357532501221,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.11970687,0.18663359,0.21691692,0.23519361,0.12916125,0.13479471,0.14128834,0.14988449,1.0396587,0.18159421,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.95,0.19851527,1.2195907,1,0.0
P_019,A Unified Framework for Analyses of Proteome Turnover Dynamics,Human,Human,False,0.23289028081026944,0.053076896377753036,0.05899095165757062,0.027194142,0.027221978,False,0.02973274,False,0.037151992321014404,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.0825901,0.12373993,0.14805381,0.1622128,0.08686278,0.08948324,0.0930019,0.097856276,1.3862172,0.88048965,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_020,Predictive Synthesis Framework for Elucidating Biophysical Cell State from Spatial Transcriptomics and Proteomics,Human,Human,False,0.6308553571050818,0.5168460768958623,0.5590169958168221,0.6302795,0.14939392,True,0.17231911,True,0.7178915739059448,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.090349495,0.17263585,0.21099408,0.23662414,0.10824595,0.11355177,0.121782444,0.1320489,0.9917446,-0.03338214,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.8,0.5004024,1.6493849,2,0.0
P_021,Integrating AI and Molecular Dynamics Simulations for Quantitative Prediction of Enzyme Functions,Human,Human,False,0.24209348992867905,0.06380180394595114,0.07086509814265196,0.040248096,0.035606146,False,0.040533207,False,0.04820609092712402,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.057499588,0.13425584,0.16516657,0.18092793,0.07004589,0.07491176,0.080930755,0.09164609,1.2006483,0.44213185,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_022,Discovery and functional analysis of bacterial organelles through mining and refinement of omics data,Human,Human,False,0.633984622630206,0.5204928140063437,0.5628440139338943,0.6380123,0.1535961,True,0.17088045,True,0.7325136661529541,0.326285865897267,0.07511598130931026,0.1003725528717041,0.5129357143921577,0.22182776098665985,1.0634395888925918,0.33037608368633953,0.065666735,0.12959518,0.15486301,0.16998796,0.08136716,0.085118316,0.089376085,0.0979614,1.1590917,0.41260552,False,False,False,8,"bla ctx, spectrum lactamase esbl, sequence types sts, coli isolates",0.4,1.2240684,3.4009962,3,0.0
P_023,A Cross-Modal Synthesis of Biomolecular Condensate Material Properties and Cellular Function Across Species and Perturbations,GPT-5.2,AI,True,0.12951244007457385,0.025908942081867337,0.02856748540474152,0.025930405,0.022636116,False,0.026306022,False,0.03358548879623413,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07228446,0.11887563,0.14538188,0.16031703,0.07582028,0.07843316,0.08189803,0.08773117,1.1992543,0.46023357,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_024,"Emergent Principles of Organelle Contact Sites: A Synthesis of Proteomics, Imaging, and Genetic Interaction Data",GPT-5.2,AI,True,0.6380044465715234,0.5666828000125597,0.6071752615994721,0.5770997,0.12578493,True,0.15026051,True,0.6900050640106201,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.076081514,0.121715866,0.14755581,0.16422625,0.07960848,0.083020024,0.08659255,0.09198196,1.3251501,0.7194223,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_025,"A Pan-Cell Atlas of Cytoskeletal Self-Organization: Integrating Live-Cell Imaging, Proteomics, and Biophysical Models",GPT-5.2,AI,True,0.12911294807087292,0.02548415075456323,0.028099756450177926,0.024546623,0.020638525,False,0.024033796,False,0.03277379274368286,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07108796,0.12402762,0.15339024,0.17056336,0.07393788,0.07769338,0.081854224,0.08910227,1.1493037,0.3564528,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_026,"Emergent Chromatin Domains at the Mesoscale: Synthesizing Hi-C, Imaging, and Epigenomic Data to Explain 3D Genome Function",GPT-5.2,AI,True,0.6695388663898815,0.6002192200387215,0.6419990933941561,0.60799956,0.08789265,False,0.1141698,False,0.7273582220077515,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.054767907,0.12982649,0.16066338,0.17898075,0.06815686,0.07438688,0.08119555,0.09169623,1.129785,0.3017915,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_027,"A Unified Synthesis of Protein Complex Stoichiometry and Assembly Pathways from Structural, Proteomic, and Ribosome Profiling Data",GPT-5.2,AI,True,0.12937640060078015,0.02576438615747345,0.028408320399805786,0.023583174,0.022193313,False,0.026711296,False,0.02987515926361084,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.084551394,0.15013084,0.18663429,0.20801799,0.092803515,0.096188806,0.100765705,0.10999128,0.8241729,-0.7247265,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",1.0,-0.0,1.0,1,0.0
